,context,ut,bt,bt_plus_1,diff,related_placeholders
1531," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0] B:Is there any [MOVIE_GENRE_0] in that movie at all? A:No its a story line no violence or [MOVIE_GENRE_0] B:Could you recommend something that has a bit of [MOVIE_GENRE_0] in it? A:[MOVIE_TITLE_7] B:Interesting! Is there any sexual scenes in the film? A:There is no sexual scenes B:Who are the actors in the film? A:[MOVIE_P_ACTOR_1] [MOVIE_P_ACTOR_2] B:what year was it made? A:it was actually 2016 on Hulu how about you can you recommend any mafia movies? B:sure, how about [MOVIE_TITLE_2] A:never had of it who's in it B:amazing actor, Jon Travolta. Question about the movie you recommended...What would be the best demographic for that film? A:that movie was acted in canada during winter beautiful snow mountains",oh interesting. But what age group would you say would be good to see that movie?,[],[],[],[]
1532," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0] B:Is there any [MOVIE_GENRE_0] in that movie at all? A:No its a story line no violence or [MOVIE_GENRE_0] B:Could you recommend something that has a bit of [MOVIE_GENRE_0] in it? A:[MOVIE_TITLE_7] B:Interesting! Is there any sexual scenes in the film? A:There is no sexual scenes B:Who are the actors in the film? A:[MOVIE_P_ACTOR_1] [MOVIE_P_ACTOR_2] B:what year was it made? A:it was actually 2016 on Hulu how about you can you recommend any mafia movies? B:sure, how about [MOVIE_TITLE_2] A:never had of it who's in it B:amazing actor, Jon Travolta. Question about the movie you recommended...What would be the best demographic for that film? A:that movie was acted in canada during winter beautiful snow mountains B:oh interesting. But what age group would you say would be good to see that movie? A:This movie is for 16 and up",That sounds great! Can you give me a brief summary of the story  line?,[],[],[],"['[MOVIE_TITLE_3]', '[MOVIE_TITLE_4]']"
1533," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0] B:Is there any [MOVIE_GENRE_0] in that movie at all? A:No its a story line no violence or [MOVIE_GENRE_0] B:Could you recommend something that has a bit of [MOVIE_GENRE_0] in it? A:[MOVIE_TITLE_7] B:Interesting! Is there any sexual scenes in the film? A:There is no sexual scenes B:Who are the actors in the film? A:[MOVIE_P_ACTOR_1] [MOVIE_P_ACTOR_2] B:what year was it made? A:it was actually 2016 on Hulu how about you can you recommend any mafia movies? B:sure, how about [MOVIE_TITLE_2] A:never had of it who's in it B:amazing actor, Jon Travolta. Question about the movie you recommended...What would be the best demographic for that film? A:that movie was acted in canada during winter beautiful snow mountains B:oh interesting. But what age group would you say would be good to see that movie? A:This movie is for 16 and up B:That sounds great! Can you give me a brief summary of the story  line? A:[MOVIE_TITLE_3] Baker (Dennison), a juvenile delinquent who was abandoned by his mother, is taken by child welfare services officer Paula and police officer Andy, to live in a remote farm with foster mother [MOVIE_TITLE_4] and her husband, the cantankerous southern man Hec (Neill). Hec is remote, but [MOVIE_TITLE_4] quickly manages to break through Ricky's defensive shell by taking him hunting and giving him a dog for his 13th birthday, which he names Tupac after his idol Tupac Shakur.",oh boy this sounds like a good movie. Have you seen the movie yourself?,[],[],[],[]
1534," A:Hey, how it's going? What kind of movies are you into?",Hi! At the moment I'm on a mob movie kick,[],[],[],[]
1535," A:Hey, how it's going? What kind of movies are you into? B:Hi! At the moment I'm on a mob movie kick A:Mob movies? Very specific, but cool! Older ones or new takes on the genre?",Either/or as long as they're good. Goodfellas is one of my all time favorites,[],['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]']
1536," A:Hey, how it's going? What kind of movies are you into? B:Hi! At the moment I'm on a mob movie kick A:Mob movies? Very specific, but cool! Older ones or new takes on the genre? B:Either/or as long as they're good. Goodfellas is one of my all time favorites A:Do you like it when there is a bit of [MOVIE_GENRE_0] thrown in or does that ruin it for you? B:No, [MOVIE_GENRE_0] is good. Actually recently watched The Departed and thought it could have used a bit of comic releif A:Definitely could have! Also recently watched that. Do you have a favorite director?","In the genre? Not really, big on Tarantino and [MOVIE_P_DIRECTOR_0] think theyre a bit outside this scope","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_0]']"
1537," A:Hey, how it's going? What kind of movies are you into? B:Hi! At the moment I'm on a mob movie kick A:Mob movies? Very specific, but cool! Older ones or new takes on the genre? B:Either/or as long as they're good. Goodfellas is one of my all time favorites A:Do you like it when there is a bit of [MOVIE_GENRE_0] thrown in or does that ruin it for you? B:No, [MOVIE_GENRE_0] is good. Actually recently watched The Departed and thought it could have used a bit of comic releif A:Definitely could have! Also recently watched that. Do you have a favorite director? B:In the genre? Not really, big on Tarantino and [MOVIE_P_DIRECTOR_0] think theyre a bit outside this scope A:An Anderson gangster film would be...an awesome combination in my opinion. Some nice pastels lining [MOVIE_TITLE_0] Anyhow, I think I have a suggestion! [MOVIE_PLOT] B:Ha, at the very least it would be interesting. Lay it on me A:Nice Oscar-winner for ya! But one that many still haven't heard of. In my experience, at least.",You have piqued my interest. What would be the title of this elusive film?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[],['[MOVIE_TITLE_1]']
1538," A:Hey, how it's going? What kind of movies are you into? B:Hi! At the moment I'm on a mob movie kick A:Mob movies? Very specific, but cool! Older ones or new takes on the genre? B:Either/or as long as they're good. Goodfellas is one of my all time favorites A:Do you like it when there is a bit of [MOVIE_GENRE_0] thrown in or does that ruin it for you? B:No, [MOVIE_GENRE_0] is good. Actually recently watched The Departed and thought it could have used a bit of comic releif A:Definitely could have! Also recently watched that. Do you have a favorite director? B:In the genre? Not really, big on Tarantino and [MOVIE_P_DIRECTOR_0] think theyre a bit outside this scope A:An Anderson gangster film would be...an awesome combination in my opinion. Some nice pastels lining [MOVIE_TITLE_0] Anyhow, I think I have a suggestion! [MOVIE_PLOT] B:Ha, at the very least it would be interesting. Lay it on me A:Nice Oscar-winner for ya! But one that many still haven't heard of. In my experience, at least. B:You have piqued my interest. What would be the title of this elusive film? A:[MOVIE_TITLE_1].","A real throwback, have heard of it, but never seen. I accept your recommendation",[],[],[],['[MOVIE_TITLE_2]']
1539, A:Hi. How are you today?,I am good thank you.:),[],[],[],[]
1540, A:Hi. How are you today? B:I am good thank you.:) A:What kind of movies do you typically watch at the movie theater?,"typically high adrenaline types, rambo,f&f, etc, etc",[],[],[],[]
1541," A:Hi. How are you today? B:I am good thank you.:) A:What kind of movies do you typically watch at the movie theater? B:typically high adrenaline types, rambo,f&f, etc, etc A:So you're a big Sylvester Stalone fan. Is that fair to say?",I wouldn't say a big fan but I do enjoy his movies the older ones were better.,[],[],[],[]
1542," A:Hi. How are you today? B:I am good thank you.:) A:What kind of movies do you typically watch at the movie theater? B:typically high adrenaline types, rambo,f&f, etc, etc A:So you're a big Sylvester Stalone fan. Is that fair to say? B:I wouldn't say a big fan but I do enjoy his movies the older ones were better. A:I agree with you, his older movies were very well made. Who is your favorite actor now?","I don't have a favorite per say now, most movies are all the same rewashed content, same with the actors really.",[],['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_3]']"
1543," A:Hi. How are you today? B:I am good thank you.:) A:What kind of movies do you typically watch at the movie theater? B:typically high adrenaline types, rambo,f&f, etc, etc A:So you're a big Sylvester Stalone fan. Is that fair to say? B:I wouldn't say a big fan but I do enjoy his movies the older ones were better. A:I agree with you, his older movies were very well made. Who is your favorite actor now? B:I don't have a favorite per say now, most movies are all the same rewashed content, same with the actors really. A:I have good [MOVIE_GENRE_0] film for you. How about [MOVIE_TITLE_3]?",Yeah That sounds good I accept,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[],['[MOVIE_TITLE_0]']
1544," A:Hi. How are you today? B:I am good thank you.:) A:What kind of movies do you typically watch at the movie theater? B:typically high adrenaline types, rambo,f&f, etc, etc A:So you're a big Sylvester Stalone fan. Is that fair to say? B:I wouldn't say a big fan but I do enjoy his movies the older ones were better. A:I agree with you, his older movies were very well made. Who is your favorite actor now? B:I don't have a favorite per say now, most movies are all the same rewashed content, same with the actors really. A:I have good [MOVIE_GENRE_0] film for you. How about [MOVIE_TITLE_3]? B:Yeah That sounds good I accept A:I have another movie for you. [MOVIE_TITLE_0] B:Hmm m that looks pretty good I am done A:[MOVIE_PLOT]",I just watched the trailer on youtube it looks good with some humor as well i think i might give it a try later thanks for the recommendation,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[],['[MOVIE_TITLE_2]']
1545," A:Hello, I am here to help you look for a movie trailer",hai,[],[],[],[]
1546," A:Hello, I am here to help you look for a movie trailer B:hai A:so tell me what are the latest movies you have been watching",ok,[],[],[],['[MOVIE_TITLE_0]']
1547," A:Hello, I am here to help you look for a movie trailer B:hai A:so tell me what are the latest movies you have been watching B:ok A:i really liked the new movie [MOVIE_TITLE_0] it was nominated for many acadamy awards",i alsi like,[],[],[],['[MOVIE_TITLE_0]']
1548," A:Hello, I am here to help you look for a movie trailer B:hai A:so tell me what are the latest movies you have been watching B:ok A:i really liked the new movie [MOVIE_TITLE_0] it was nominated for many acadamy awards B:i alsi like A:that is great to hear it is a original movie with a great story and dialog would you like to see a tralor of the movie [MOVIE_TITLE_0]",yes i like,[],[],[],['[MOVIE_TITLE_0]']
1549," A:Hello, I am here to help you look for a movie trailer B:hai A:so tell me what are the latest movies you have been watching B:ok A:i really liked the new movie [MOVIE_TITLE_0] it was nominated for many acadamy awards B:i alsi like A:that is great to hear it is a original movie with a great story and dialog would you like to see a tralor of the movie [MOVIE_TITLE_0] B:yes i like A:great ill send you the movie tralier now to [MOVIE_TITLE_0] im sure you will love it",yes i am sure iam love in movie,[],[],[],[]
1550," A:Hello, how are you doing?",I am doing great. How are you?,[],[],[],[]
1551," A:Hello, how are you doing? B:I am doing great. How are you? A:I am doing very well. I hope that you're having a good morning. I was wondering what kind of movies do you like?",I really like most movies except [MOVIE_GENRE_0] or overly [MOVIE_GENRE_1] movies that have a lot of rated R content. Some of my favorites include historical and [MOVIE_GENRE_1] [MOVIE_GENRE_2],[],[],[],[]
1552," A:Hello, how are you doing? B:I am doing great. How are you? A:I am doing very well. I hope that you're having a good morning. I was wondering what kind of movies do you like? B:I really like most movies except [MOVIE_GENRE_0] or overly [MOVIE_GENRE_1] movies that have a lot of rated R content. Some of my favorites include historical and [MOVIE_GENRE_1] [MOVIE_GENRE_2] A:Oh, wow. That's very similar to the kind of movies that I like to see. Have you seen any movies recently?","Honestly, I work with children so I saw [MOVIE_TITLE_0] with one of them. I also watched the new [MOVIE_TITLE_1] movie a couple of weeks ago. I haven't seen one of my favorite kind in a while though. Do you have any recommendations?",[],[],[],[]
1553," A:Hello, how are you doing? B:I am doing great. How are you? A:I am doing very well. I hope that you're having a good morning. I was wondering what kind of movies do you like? B:I really like most movies except [MOVIE_GENRE_0] or overly [MOVIE_GENRE_1] movies that have a lot of rated R content. Some of my favorites include historical and [MOVIE_GENRE_1] [MOVIE_GENRE_2] A:Oh, wow. That's very similar to the kind of movies that I like to see. Have you seen any movies recently? B:Honestly, I work with children so I saw [MOVIE_TITLE_0] with one of them. I also watched the new [MOVIE_TITLE_1] movie a couple of weeks ago. I haven't seen one of my favorite kind in a while though. Do you have any recommendations? A:Well you mentioned that you enjoy historical movies, and those are ones I know a lot about actually. I used to review them. What is your favorite historical movie?",I like The [MOVIE_TITLE_2] That is my ABSOLUTE FAVORITE!,[],[],[],[]
1554," A:Hello, how are you doing? B:I am doing great. How are you? A:I am doing very well. I hope that you're having a good morning. I was wondering what kind of movies do you like? B:I really like most movies except [MOVIE_GENRE_0] or overly [MOVIE_GENRE_1] movies that have a lot of rated R content. Some of my favorites include historical and [MOVIE_GENRE_1] [MOVIE_GENRE_2] A:Oh, wow. That's very similar to the kind of movies that I like to see. Have you seen any movies recently? B:Honestly, I work with children so I saw [MOVIE_TITLE_0] with one of them. I also watched the new [MOVIE_TITLE_1] movie a couple of weeks ago. I haven't seen one of my favorite kind in a while though. Do you have any recommendations? A:Well you mentioned that you enjoy historical movies, and those are ones I know a lot about actually. I used to review them. What is your favorite historical movie? B:I like The [MOVIE_TITLE_2] That is my ABSOLUTE FAVORITE! A:That is a classic. I saw that a long time ago. I wasn't sure what you meant by historical, but you meant movies that are more classical? I have some recommendations that are coming to mind.",I believe that it is also historical because of the time period in which the movie takes place. I do like classic movies too though,[],['[MOVIE_GENRE_3]'],['[MOVIE_GENRE_3]'],"['[MOVIE_TITLE_4]', '[MOVIE_GENRE_3]']"
1555," A:Hello B:Hello, I am looking for a movie with [MOVIE_GENRE_0] A:Okay, have you seen any lately? B:No I haven't. Been working too much. A:Okay, sorry about that",[MOVIE_GENRE_0] packed is what I am interested in.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]']
